0,288,1024,-490,1
0,243,984,-490,0
0,248,944,-490,0
0,303,904,-490,0
0,408,864,-490,0
0,288,1024,-592,1
0,243,984,-592,1
0,198,944,-592,1
0,153,904,-592,0
0,158,864,-592,1
0,113,824,-592,1
0,68,784,-592,0
0,73,744,-592,1
0,28,704,-592,0
0,33,664,-592,0
0,88,624,-592,1
0,43,584,-592,0
0,48,544,-592,1
0,3,504,-592,0
0,288,1024,-556,0
0,318,984,-556,0
0,398,944,-556,1
0,353,904,-556,1
0,308,864,-556,1
0,263,824,-556,0
0,268,784,-556,0
0,323,744,-556,1
0,278,704,-556,0
0,283,664,-556,1
0,238,624,-556,1
0,193,584,-556,0
0,198,544,-556,1
0,153,504,-556,0
0,158,464,-556,1
0,113,424,-556,1
0,68,384,-556,1
0,23,992,-496,1
0,288,1024,-643,0
0,318,984,-643,1
0,273,944,-643,1
0,228,904,-643,0
0,233,864,-643,1
0,188,824,-643,0
0,193,784,-643,0
0,248,744,-643,0
0,353,704,-643,1
0,308,664,-643,1
0,263,624,-643,0
0,268,584,-643,1
0,223,544,-643,0
0,228,504,-643,1
0,183,464,-643,1
0,138,424,-643,0
0,143,384,-643,0
0,198,992,-618,0
0,303,952,-618,1
0,288,1024,-541,1
0,243,984,-541,1
0,198,944,-541,1
0,153,904,-541,1
0,108,864,-541,0
0,113,824,-541,1
0,68,784,-541,0
0,73,744,-541,0
0,128,704,-541,1
0,83,664,-541,1
0,38,624,-541,1
0,288,1024,-482,1
0,243,984,-482,1
0,198,944,-482,0
0,203,904,-482,0
0,258,864,-482,0
0,363,824,-482,0
0,488,784,-482,1
0,443,744,-482,0
0,448,704,-482,0
0,503,664,-482,0
0,288,1024,-604,1
0,243,984,-604,0
0,248,944,-604,1
0,203,904,-604,1
0,158,864,-604,1
0,113,824,-604,0
0,118,784,-604,0
0,173,744,-604,0
0,278,704,-604,1
0,233,664,-604,1
0,188,624,-604,1
0,143,584,-604,1
0,98,544,-604,1
0,53,504,-604,1
0,8,464,-604,0
0,13,424,-604,0
0,68,384,-604,1
0,23,992,-553,1
0,288,1024,-589,1
0,243,984,-589,1
0,198,944,-589,1
0,153,904,-589,0
0,158,864,-589,0
0,213,824,-589,0
0,318,784,-589,1
0,273,744,-589,0
0,278,704,-589,0
0,333,664,-589,0
0,438,624,-589,0
0,288,1024,-486,1
0,243,984,-486,0
0,248,944,-486,1
0,203,904,-486,0
0,208,864,-486,1
0,163,824,-486,1
0,118,784,-486,1
0,73,744,-486,1
0,28,704,-486,1
0,288,1024,-580,0
0,318,984,-580,0
0,398,944,-580,0
0,288,1024,-648,0
0,318,984,-648,0
0,398,944,-648,1
0,353,904,-648,1
0,308,864,-648,1
0,263,824,-648,0
0,268,784,-648,0
0,323,744,-648,0
0,428,704,-648,1
0,383,664,-648,0
0,388,624,-648,1
0,343,584,-648,0
0,348,544,-648,0
0,403,504,-648,1
0,358,464,-648,0
0,363,424,-648,1
0,318,384,-648,0
0,323,992,-576,0
0,378,952,-576,1
0,288,1024,-510,1
0,243,984,-510,0
0,248,944,-510,0
0,303,904,-510,0
0,408,864,-510,0
0,288,1024,-597,1
0,243,984,-597,1
0,198,944,-597,0
0,203,904,-597,1
0,158,864,-597,0
0,163,824,-597,0
0,218,784,-597,1
0,173,744,-597,1
0,128,704,-597,1
0,83,664,-597,0
0,88,624,-597,0
0,143,584,-597,1
0,98,544,-597,1
0,53,504,-597,1
0,8,464,-597,1
0,288,1024,-616,0
0,318,984,-616,0
0,398,944,-616,0
0,288,1024,-509,0
0,318,984,-509,1
0,273,944,-509,0
0,278,904,-509,0
0,333,864,-509,1
0,288,824,-509,0
0,293,784,-509,0
0,348,744,-509,1
0,303,704,-509,1
0,258,664,-509,1
0,213,624,-509,1
0,168,584,-509,1
0,123,544,-509,0
0,128,504,-509,1
0,83,464,-509,0
0,88,424,-509,1
0,43,384,-509,0
0,48,992,-535,0
0,103,952,-535,0
0,288,1024,-560,0
0,318,984,-560,1
0,273,944,-560,0
0,278,904,-560,0
0,333,864,-560,0
0,438,824,-560,1
0,393,784,-560,0
0,398,744,-560,1
0,353,704,-560,1
0,308,664,-560,0
0,313,624,-560,1
0,268,584,-560,1
0,223,544,-560,1
0,178,504,-560,0
0,183,464,-560,1
0,138,424,-560,1
0,93,384,-560,0
0,98,992,-451,1
0,53,952,-451,0
0,288,1024,-565,0
0,318,984,-565,0
0,398,944,-565,1
0,353,904,-565,0
0,358,864,-565,1
0,313,824,-565,0
0,318,784,-565,1
0,273,744,-565,0
0,278,704,-565,1
0,233,664,-565,1
0,188,624,-565,1
0,143,584,-565,1
0,98,544,-565,1
0,53,504,-565,0
0,288,1024,-616,1
0,243,984,-616,0
0,248,944,-616,0
0,303,904,-616,0
0,408,864,-616,0
0,288,1024,-617,1
0,243,984,-617,1
0,198,944,-617,1
0,153,904,-617,0
0,158,864,-617,1
0,113,824,-617,1
0,68,784,-617,1
0,23,744,-617,1
0,288,1024,-635,1
0,243,984,-635,1
0,198,944,-635,1
0,153,904,-635,1
0,108,864,-635,0
0,113,824,-635,1
0,68,784,-635,0
0,73,744,-635,1
0,28,704,-635,1
0,288,1024,-550,1
0,288,1024,-596,0
0,288,1024,-596,0
0,288,1024,-596,0
0,288,1024,-596,0
0,288,1024,-596,1
0,275,1016,-596,0
0,240,976,-596,1
0,207,952,-596,0
0,192,912,-596,1
0,147,872,-596,0
0,264,768,-596,1
0,231,744,-596,0
0,231,680,-596,1
0,186,640,-596,0
0,282,544,-596,1
0,249,520,-596,0
0,297,424,-596,1
0,273,408,-596,0
0,257,992,-487,1
0,217,960,-487,0
0,244,888,-487,1
0,211,864,-487,0
0,294,1008,-477,0
0,378,952,-477,1
0,345,928,-477,0
0,338,872,-477,1
0,298,840,-477,0
0,338,760,-477,1
0,293,720,-477,0
0,325,656,-477,1
0,292,632,-477,0
0,397,512,-477,1
0,364,488,-477,0
0,412,392,-477,1
0,372,1008,-603,0
0,372,960,-603,1
0,339,936,-603,0
0,372,848,-603,1
0,332,816,-603,0
0,372,736,-603,1
0,339,712,-603,0
0,323,680,-603,1
0,283,648,-603,0
0,278,608,-603,1
0,254,592,-603,0
0,254,512,-603,1
0,214,480,-603,0
0,221,424,-603,1
0,181,392,-603,0
0,272,928,-608,1
0,232,896,-608,0
0,259,824,-608,1
0,219,792,-608,0
0,259,712,-608,1
0,235,696,-608,0
0,331,568,-608,1
0,298,544,-608,0
0,318,464,-608,1
0,285,440,-608,0
0,273,392,-608,1
0,240,1008,-450,0
0,260,928,-450,1
0,236,912,-450,0
0,227,840,-450,1
0,194,816,-450,0
0,300,1000,-562,0
0,360,960,-562,1
0,327,936,-562,0
0,312,896,-562,1
0,272,864,-562,0
0,288,800,-562,1
0,255,776,-562,0
0,320,672,-562,1
0,280,640,-562,0
0,287,584,-562,1
0,242,544,-562,0
0,407,424,-562,1
0,367,392,-562,0
0,374,984,-598,1
0,334,952,-598,0
0,325,928,-598,1
0,292,904,-598,0
0,292,840,-598,1
0,252,808,-598,0
0,292,728,-598,1
0,268,712,-598,0
0,244,664,-598,1
0,211,640,-598,0
0,196,616,-598,1
0,172,600,-598,0
0,391,432,-598,1
0,358,408,-598,0
0,342,1016,-505,1
0,302,984,-505,0
0,293,960,-505,1
0,260,936,-505,0
0,260,872,-505,1
0,227,848,-505,0
0,236,776,-505,1
