0,332,552,22,15,1
0,321,544,11,-9,0
0,312,536,2,-7,0
0,305,528,-5,-5,0
0,300,520,-10,-3,0
0,297,512,-13,-1,0
0,296,504,-14,1,0
0,297,496,-13,3,0
0,300,488,-10,5,0
0,305,480,-5,7,0
0,312,472,2,9,0
0,321,464,11,11,0
0,332,456,22,13,0
0,345,448,35,15,0
0,360,440,50,17,1
0,349,432,39,-9,0
0,340,424,30,-7,0
0,333,416,23,-5,0
0,328,408,18,-3,0
0,325,400,15,-1,0
0,324,392,14,1,0
0,325,384,15,3,0
0,328,376,18,5,0
0,333,368,23,7,0
0,340,360,30,9,0
0,349,352,39,11,0
0,360,344,50,13,0
0,373,336,63,15,0
0,388,328,78,17,0
0,405,320,95,19,0
0,424,312,114,21,1
0,413,304,103,-9,0
0,404,296,94,-7,0
0,397,288,87,-5,0
0,392,280,82,-3,0
0,389,272,79,-1,0
0,388,264,78,1,0
0,389,256,79,3,1
0,378,248,68,-9,0
0,369,240,59,-7,0
0,362,232,52,-5,0
0,357,224,47,-3,0
0,354,216,44,-1,1
0,343,208,33,-9,0
0,334,200,24,-7,0
0,327,192,17,-5,0
0,322,184,12,-3,0
0,319,176,9,-1,0
0,318,168,8,1,0
0,319,160,9,3,0
0,322,152,12,5,0
0,327,144,17,7,0
0,334,136,24,9,1
0,323,128,13,-9,0
0,314,120,4,-7,0
0,307,112,-3,-5,0
0,302,104,-8,-3,1
0,291,96,-19,-9,0
0,282,736,-57,-7,0
0,275,728,-64,-5,0
0,270,720,-69,-3,0
0,267,712,-72,-1,0
0,266,704,-73,1,0
0,267,696,-72,3,0
0,270,688,-69,5,0
0,275,680,-64,7,0
0,282,672,-57,9,0
0,291,664,-48,11,1
0,280,656,-59,-9,0
0,271,648,-68,-7,0
0,264,640,-75,-5,0
0,259,632,-80,-3,0
0,256,624,-83,-1,0
0,255,616,-84,1,0
0,256,608,-83,3,0
0,259,600,-80,5,0
0,264,592,-75,7,0
0,271,584,-68,9,0
0,280,576,-59,11,0
0,291,568,-48,13,0
0,304,560,-35,15,0
0,319,552,-20,17,0
0,336,544,-3,19,0
0,355,536,16,21,0
0,376,528,37,23,0
0,399,520,60,25,0
0,424,512,85,27,1
0,413,504,74,-9,0
0,404,496,65,-7,0
0,397,488,58,-5,0
0,392,480,53,-3,1
0,381,472,42,-9,0
0,372,464,33,-7,0
0,365,456,26,-5,0
0,360,448,21,-3,0
0,357,440,18,-1,0
0,356,432,17,1,0
0,357,424,18,3,0
0,360,416,21,5,0
0,365,408,26,7,0
0,372,400,33,9,0
0,381,392,42,11,0
0,392,384,53,13,0
0,405,376,66,15,0
0,420,368,81,17,1
0,409,360,70,-9,0
0,400,352,61,-7,0
0,393,344,54,-5,0
0,388,336,49,-3,0
0,385,328,46,-1,0
0,384,320,45,1,0
0,385,312,46,3,0
0,388,304,49,5,0
0,393,296,54,7,0
0,400,288,61,9,1
0,389,280,50,-9,0
0,380,272,41,-7,0
0,373,264,34,-5,0
0,368,256,29,-3,0
0,365,248,26,-1,0
0,364,240,25,1,0
0,365,232,26,3,0
0,368,224,29,5,1
0,357,216,18,-9,0
0,348,208,9,-7,0
0,341,200,2,-5,0
